File,Label
6HER_1.pdb,2
6HER_2.pdb,2
6HER_3.pdb,2
6HER_4.pdb,2
6HER_5.pdb,2
6HER_6.pdb,2
6HER_7.pdb,2
6HER_8.pdb,2
6HER_9.pdb,2
6HER_10.pdb,2
6HER_11.pdb,2
6HER_12.pdb,2
6HER_13.pdb,2
6HER_14.pdb,2
6HER_15.pdb,2
6HER_16.pdb,2
6HER_17.pdb,2
6HER_18.pdb,2
6HER_19.pdb,2
6HER_20.pdb,2
6HER_21.pdb,2
6HER_22.pdb,2
6HER_23.pdb,2
6HER_24.pdb,2
6HER_25.pdb,2
6HER_26.pdb,2
6HER_27.pdb,2
6HER_28.pdb,2
6HER_29.pdb,2
6HER_30.pdb,2
6HER_31.pdb,2
6HER_32.pdb,2
6HER_33.pdb,2
6HER_34.pdb,2
6HER_35.pdb,2
6HER_36.pdb,2
6HER_37.pdb,2
6HER_38.pdb,2
6HER_39.pdb,2
6HER_40.pdb,2
6HER_41.pdb,2
6HER_42.pdb,2
6HER_43.pdb,2
6HER_44.pdb,2
6HER_45.pdb,2
6HER_46.pdb,2
6HER_47.pdb,2
6HER_48.pdb,2
6HER_49.pdb,2
6HER_50.pdb,2
