File,Label
8DJM_H_L_BA_1.pdb,2
8DJM_H_L_BA_2.pdb,2
8DJM_H_L_BA_3.pdb,2
8DJM_H_L_BA_4.pdb,2
8DJM_H_L_BA_5.pdb,2
8DJM_H_L_BA_6.pdb,2
8DJM_H_L_BA_7.pdb,2
8DJM_H_L_BA_8.pdb,2
8DJM_H_L_BA_9.pdb,2
8DJM_H_L_BA_10.pdb,2
8DJM_H_L_BA_11.pdb,2
8DJM_H_L_BA_12.pdb,2
8DJM_H_L_BA_13.pdb,2
8DJM_H_L_BA_14.pdb,2
8DJM_H_L_BA_15.pdb,2
8DJM_H_L_BA_16.pdb,2
8DJM_H_L_BA_17.pdb,2
8DJM_H_L_BA_18.pdb,2
8DJM_H_L_BA_19.pdb,2
8DJM_H_L_BA_20.pdb,2
8DJM_H_L_BA_21.pdb,2
8DJM_H_L_BA_22.pdb,2
8DJM_H_L_BA_23.pdb,2
8DJM_H_L_BA_24.pdb,2
8DJM_H_L_BA_25.pdb,2
8DJM_H_L_BA_26.pdb,2
8DJM_H_L_BA_27.pdb,2
8DJM_H_L_BA_28.pdb,2
8DJM_H_L_BA_29.pdb,2
8DJM_H_L_BA_30.pdb,2
8DJM_H_L_BA_31.pdb,2
8DJM_H_L_BA_32.pdb,2
8DJM_H_L_BA_33.pdb,2
8DJM_H_L_BA_34.pdb,2
8DJM_H_L_BA_35.pdb,2
8DJM_H_L_BA_36.pdb,2
8DJM_H_L_BA_37.pdb,2
8DJM_H_L_BA_38.pdb,2
8DJM_H_L_BA_39.pdb,2
8DJM_H_L_BA_40.pdb,2
8DJM_H_L_BA_41.pdb,2
8DJM_H_L_BA_42.pdb,2
8DJM_H_L_BA_43.pdb,2
8DJM_H_L_BA_44.pdb,2
8DJM_H_L_BA_45.pdb,2
8DJM_H_L_BA_46.pdb,2
8DJM_H_L_BA_47.pdb,2
8DJM_H_L_BA_48.pdb,2
8DJM_H_L_BA_49.pdb,2
8DJM_H_L_BA_50.pdb,2
8DJM_H_L_BA_51.pdb,2
8DJM_H_L_BA_52.pdb,2
8DJM_H_L_BA_53.pdb,2
8DJM_H_L_BA_54.pdb,2
8DJM_H_L_BA_55.pdb,2
8DJM_H_L_BA_56.pdb,2
8DJM_H_L_BA_57.pdb,2
8DJM_H_L_BA_58.pdb,2
8DJM_H_L_BA_59.pdb,2
8DJM_H_L_BA_60.pdb,2
8DJM_H_L_BA_61.pdb,2
8DJM_H_L_BA_62.pdb,2
8DJM_H_L_BA_63.pdb,2
8DJM_H_L_BA_64.pdb,2
8DJM_H_L_BA_65.pdb,2
8DJM_H_L_BA_66.pdb,2
8DJM_H_L_BA_67.pdb,2
8DJM_H_L_BA_68.pdb,2
8DJM_H_L_BA_69.pdb,2
8DJM_H_L_BA_70.pdb,2
8DJM_H_L_BA_71.pdb,2
8DJM_H_L_BA_72.pdb,2
8DJM_H_L_BA_73.pdb,2
8DJM_H_L_BA_74.pdb,2
8DJM_H_L_BA_75.pdb,2
8DJM_H_L_BA_76.pdb,2
8DJM_H_L_BA_77.pdb,2
8DJM_H_L_BA_78.pdb,2
8DJM_H_L_BA_79.pdb,2
8DJM_H_L_BA_80.pdb,2
8DJM_H_L_BA_81.pdb,2
8DJM_H_L_BA_82.pdb,2
8DJM_H_L_BA_83.pdb,2
8DJM_H_L_BA_84.pdb,2
8DJM_H_L_BA_85.pdb,2
8DJM_H_L_BA_86.pdb,2
8DJM_H_L_BA_87.pdb,2
8DJM_H_L_BA_88.pdb,2
8DJM_H_L_BA_89.pdb,2
8DJM_H_L_BA_90.pdb,2
8DJM_H_L_BA_91.pdb,2
8DJM_H_L_BA_92.pdb,2
8DJM_H_L_BA_93.pdb,2
8DJM_H_L_BA_94.pdb,2
8DJM_H_L_BA_95.pdb,2
8DJM_H_L_BA_96.pdb,2
8DJM_H_L_BA_97.pdb,2
8DJM_H_L_BA_98.pdb,2
8DJM_H_L_BA_99.pdb,2
8DJM_H_L_BA_100.pdb,2
