File,Label
8F8X_1.pdb,2
8F8X_2.pdb,2
8F8X_3.pdb,2
8F8X_4.pdb,2
8F8X_5.pdb,2
8F8X_6.pdb,2
8F8X_7.pdb,2
8F8X_8.pdb,2
8F8X_9.pdb,2
8F8X_10.pdb,2
8F8X_11.pdb,2
8F8X_12.pdb,2
8F8X_13.pdb,2
8F8X_14.pdb,2
8F8X_15.pdb,2
8F8X_16.pdb,2
8F8X_17.pdb,2
8F8X_18.pdb,2
8F8X_19.pdb,2
8F8X_20.pdb,2
8F8X_21.pdb,2
8F8X_22.pdb,2
8F8X_23.pdb,2
8F8X_24.pdb,2
8F8X_25.pdb,2
8F8X_26.pdb,2
8F8X_27.pdb,2
8F8X_28.pdb,2
8F8X_29.pdb,2
8F8X_30.pdb,2
8F8X_31.pdb,2
8F8X_32.pdb,2
8F8X_33.pdb,2
8F8X_34.pdb,2
8F8X_35.pdb,2
8F8X_36.pdb,2
8F8X_37.pdb,2
8F8X_38.pdb,2
8F8X_39.pdb,2
8F8X_40.pdb,2
8F8X_41.pdb,2
8F8X_42.pdb,2
8F8X_43.pdb,2
8F8X_44.pdb,2
8F8X_45.pdb,2
8F8X_46.pdb,2
8F8X_47.pdb,2
8F8X_48.pdb,2
8F8X_49.pdb,2
8F8X_50.pdb,2
