File,Label
7VNG_1.pdb,2
7VNG_2.pdb,2
7VNG_3.pdb,2
7VNG_4.pdb,2
7VNG_5.pdb,2
7VNG_6.pdb,2
7VNG_7.pdb,2
7VNG_8.pdb,2
7VNG_9.pdb,2
7VNG_10.pdb,2
7VNG_11.pdb,2
7VNG_12.pdb,2
7VNG_13.pdb,2
7VNG_14.pdb,2
7VNG_15.pdb,2
7VNG_16.pdb,2
7VNG_17.pdb,2
7VNG_18.pdb,2
7VNG_19.pdb,2
7VNG_20.pdb,2
7VNG_21.pdb,2
7VNG_22.pdb,2
7VNG_23.pdb,2
7VNG_24.pdb,2
7VNG_25.pdb,2
7VNG_26.pdb,2
7VNG_27.pdb,2
7VNG_28.pdb,2
7VNG_29.pdb,2
7VNG_30.pdb,2
7VNG_31.pdb,2
7VNG_32.pdb,2
7VNG_33.pdb,2
7VNG_34.pdb,2
7VNG_35.pdb,2
7VNG_36.pdb,2
7VNG_37.pdb,2
7VNG_38.pdb,2
7VNG_39.pdb,2
7VNG_40.pdb,2
7VNG_41.pdb,2
7VNG_42.pdb,2
7VNG_43.pdb,2
7VNG_44.pdb,2
7VNG_45.pdb,2
7VNG_46.pdb,2
7VNG_47.pdb,2
7VNG_48.pdb,2
7VNG_49.pdb,2
7VNG_50.pdb,2
