File,Label
6QB6_1.pdb,2
6QB6_2.pdb,2
6QB6_3.pdb,2
6QB6_4.pdb,2
6QB6_5.pdb,2
6QB6_6.pdb,2
6QB6_7.pdb,2
6QB6_8.pdb,2
6QB6_9.pdb,2
6QB6_10.pdb,2
6QB6_11.pdb,2
6QB6_12.pdb,2
6QB6_13.pdb,2
6QB6_14.pdb,2
6QB6_15.pdb,2
6QB6_16.pdb,2
6QB6_17.pdb,2
6QB6_18.pdb,2
6QB6_19.pdb,2
6QB6_20.pdb,2
6QB6_21.pdb,2
6QB6_22.pdb,2
6QB6_23.pdb,2
6QB6_24.pdb,2
6QB6_25.pdb,2
6QB6_26.pdb,2
6QB6_27.pdb,2
6QB6_28.pdb,2
6QB6_29.pdb,2
6QB6_30.pdb,2
6QB6_31.pdb,2
6QB6_32.pdb,2
6QB6_33.pdb,2
6QB6_34.pdb,2
6QB6_35.pdb,2
6QB6_36.pdb,2
6QB6_37.pdb,2
6QB6_38.pdb,2
6QB6_39.pdb,2
6QB6_40.pdb,2
6QB6_41.pdb,2
6QB6_42.pdb,2
6QB6_43.pdb,2
6QB6_44.pdb,2
6QB6_45.pdb,2
6QB6_46.pdb,2
6QB6_47.pdb,2
6QB6_48.pdb,2
6QB6_49.pdb,2
6QB6_50.pdb,2
