File,Label
8HS2_B_C_R_1.pdb,2
8HS2_B_C_R_2.pdb,2
8HS2_B_C_R_3.pdb,2
8HS2_B_C_R_4.pdb,2
8HS2_B_C_R_5.pdb,2
8HS2_B_C_R_6.pdb,2
8HS2_B_C_R_7.pdb,2
8HS2_B_C_R_8.pdb,2
8HS2_B_C_R_9.pdb,2
8HS2_B_C_R_10.pdb,2
8HS2_B_C_R_11.pdb,2
8HS2_B_C_R_12.pdb,2
8HS2_B_C_R_13.pdb,2
8HS2_B_C_R_14.pdb,2
8HS2_B_C_R_15.pdb,2
8HS2_B_C_R_16.pdb,2
8HS2_B_C_R_17.pdb,2
8HS2_B_C_R_18.pdb,2
8HS2_B_C_R_19.pdb,2
8HS2_B_C_R_20.pdb,2
8HS2_B_C_R_21.pdb,2
8HS2_B_C_R_22.pdb,2
8HS2_B_C_R_23.pdb,2
8HS2_B_C_R_24.pdb,2
8HS2_B_C_R_25.pdb,2
8HS2_B_C_R_26.pdb,2
8HS2_B_C_R_27.pdb,2
8HS2_B_C_R_28.pdb,2
8HS2_B_C_R_29.pdb,2
8HS2_B_C_R_30.pdb,2
8HS2_B_C_R_31.pdb,2
8HS2_B_C_R_32.pdb,2
8HS2_B_C_R_33.pdb,2
8HS2_B_C_R_34.pdb,2
8HS2_B_C_R_35.pdb,2
8HS2_B_C_R_36.pdb,2
8HS2_B_C_R_37.pdb,2
8HS2_B_C_R_38.pdb,2
8HS2_B_C_R_39.pdb,2
8HS2_B_C_R_40.pdb,2
8HS2_B_C_R_41.pdb,2
8HS2_B_C_R_42.pdb,2
8HS2_B_C_R_43.pdb,2
8HS2_B_C_R_44.pdb,2
8HS2_B_C_R_45.pdb,2
8HS2_B_C_R_46.pdb,2
8HS2_B_C_R_47.pdb,2
8HS2_B_C_R_48.pdb,2
8HS2_B_C_R_49.pdb,2
8HS2_B_C_R_50.pdb,2
8HS2_B_C_R_51.pdb,2
8HS2_B_C_R_52.pdb,2
8HS2_B_C_R_53.pdb,2
8HS2_B_C_R_54.pdb,2
8HS2_B_C_R_55.pdb,2
8HS2_B_C_R_56.pdb,2
8HS2_B_C_R_57.pdb,2
8HS2_B_C_R_58.pdb,2
8HS2_B_C_R_59.pdb,2
8HS2_B_C_R_60.pdb,2
8HS2_B_C_R_61.pdb,2
8HS2_B_C_R_62.pdb,2
8HS2_B_C_R_63.pdb,2
8HS2_B_C_R_64.pdb,2
8HS2_B_C_R_65.pdb,2
8HS2_B_C_R_66.pdb,2
8HS2_B_C_R_67.pdb,2
8HS2_B_C_R_68.pdb,2
8HS2_B_C_R_69.pdb,2
8HS2_B_C_R_70.pdb,2
8HS2_B_C_R_71.pdb,2
8HS2_B_C_R_72.pdb,2
8HS2_B_C_R_73.pdb,2
8HS2_B_C_R_74.pdb,2
8HS2_B_C_R_75.pdb,2
8HS2_B_C_R_76.pdb,2
8HS2_B_C_R_77.pdb,2
8HS2_B_C_R_78.pdb,2
8HS2_B_C_R_79.pdb,2
8HS2_B_C_R_80.pdb,2
8HS2_B_C_R_81.pdb,2
8HS2_B_C_R_82.pdb,2
8HS2_B_C_R_83.pdb,2
8HS2_B_C_R_84.pdb,2
8HS2_B_C_R_85.pdb,2
8HS2_B_C_R_86.pdb,2
8HS2_B_C_R_87.pdb,2
8HS2_B_C_R_88.pdb,2
8HS2_B_C_R_89.pdb,2
8HS2_B_C_R_90.pdb,2
8HS2_B_C_R_91.pdb,2
8HS2_B_C_R_92.pdb,2
8HS2_B_C_R_93.pdb,2
8HS2_B_C_R_94.pdb,2
8HS2_B_C_R_95.pdb,2
8HS2_B_C_R_96.pdb,2
8HS2_B_C_R_97.pdb,2
8HS2_B_C_R_98.pdb,2
8HS2_B_C_R_99.pdb,2
8HS2_B_C_R_100.pdb,2
