File,Label
7EW5_2_1.pdb,2
7EW5_2_2.pdb,2
7EW5_2_3.pdb,2
7EW5_2_4.pdb,2
7EW5_2_5.pdb,2
7EW5_2_6.pdb,2
7EW5_2_7.pdb,2
7EW5_2_8.pdb,2
7EW5_2_9.pdb,2
7EW5_2_10.pdb,2
7EW5_2_11.pdb,2
7EW5_2_12.pdb,2
7EW5_2_13.pdb,2
7EW5_2_14.pdb,2
7EW5_2_15.pdb,2
7EW5_2_16.pdb,2
7EW5_2_17.pdb,2
7EW5_2_18.pdb,2
7EW5_2_19.pdb,2
7EW5_2_20.pdb,2
7EW5_2_21.pdb,2
7EW5_2_22.pdb,2
7EW5_2_23.pdb,2
7EW5_2_24.pdb,2
7EW5_2_25.pdb,2
7EW5_2_26.pdb,2
7EW5_2_27.pdb,2
7EW5_2_28.pdb,2
7EW5_2_29.pdb,2
7EW5_2_30.pdb,2
7EW5_2_31.pdb,2
7EW5_2_32.pdb,2
7EW5_2_33.pdb,2
7EW5_2_34.pdb,2
7EW5_2_35.pdb,2
7EW5_2_36.pdb,2
7EW5_2_37.pdb,2
7EW5_2_38.pdb,2
7EW5_2_39.pdb,2
7EW5_2_40.pdb,2
7EW5_2_41.pdb,2
7EW5_2_42.pdb,2
7EW5_2_43.pdb,2
7EW5_2_44.pdb,2
7EW5_2_45.pdb,2
7EW5_2_46.pdb,2
7EW5_2_47.pdb,2
7EW5_2_48.pdb,2
7EW5_2_49.pdb,2
7EW5_2_50.pdb,2
