File,Label
6JHT_1.pdb,2
6JHT_2.pdb,2
6JHT_3.pdb,2
6JHT_4.pdb,2
6JHT_5.pdb,2
6JHT_6.pdb,2
6JHT_7.pdb,2
6JHT_8.pdb,2
6JHT_9.pdb,2
6JHT_10.pdb,2
6JHT_11.pdb,2
6JHT_12.pdb,2
6JHT_13.pdb,2
6JHT_14.pdb,2
6JHT_15.pdb,2
6JHT_16.pdb,2
6JHT_17.pdb,2
6JHT_18.pdb,2
6JHT_19.pdb,2
6JHT_20.pdb,2
6JHT_21.pdb,2
6JHT_22.pdb,2
6JHT_23.pdb,2
6JHT_24.pdb,2
6JHT_25.pdb,2
6JHT_26.pdb,2
6JHT_27.pdb,2
6JHT_28.pdb,2
6JHT_29.pdb,2
6JHT_30.pdb,2
6JHT_31.pdb,2
6JHT_32.pdb,2
6JHT_33.pdb,2
6JHT_34.pdb,2
6JHT_35.pdb,2
6JHT_36.pdb,2
6JHT_37.pdb,2
6JHT_38.pdb,2
6JHT_39.pdb,2
6JHT_40.pdb,2
6JHT_41.pdb,2
6JHT_42.pdb,2
6JHT_43.pdb,2
6JHT_44.pdb,2
6JHT_45.pdb,2
6JHT_46.pdb,2
6JHT_47.pdb,2
6JHT_48.pdb,2
6JHT_49.pdb,2
6JHT_50.pdb,2
