File,Label
6OEJ_1.pdb,2
6OEJ_2.pdb,2
6OEJ_3.pdb,2
6OEJ_4.pdb,2
6OEJ_5.pdb,2
6OEJ_6.pdb,2
6OEJ_7.pdb,2
6OEJ_8.pdb,2
6OEJ_9.pdb,2
6OEJ_10.pdb,2
6OEJ_11.pdb,2
6OEJ_12.pdb,2
6OEJ_13.pdb,2
6OEJ_14.pdb,2
6OEJ_15.pdb,2
6OEJ_16.pdb,2
6OEJ_17.pdb,2
6OEJ_18.pdb,2
6OEJ_19.pdb,2
6OEJ_20.pdb,2
6OEJ_21.pdb,2
6OEJ_22.pdb,2
6OEJ_23.pdb,2
6OEJ_24.pdb,2
6OEJ_25.pdb,2
6OEJ_26.pdb,2
6OEJ_27.pdb,2
6OEJ_28.pdb,2
6OEJ_29.pdb,2
6OEJ_30.pdb,2
6OEJ_31.pdb,2
6OEJ_32.pdb,2
6OEJ_33.pdb,2
6OEJ_34.pdb,2
6OEJ_35.pdb,2
6OEJ_36.pdb,2
6OEJ_37.pdb,2
6OEJ_38.pdb,2
6OEJ_39.pdb,2
6OEJ_40.pdb,2
6OEJ_41.pdb,2
6OEJ_42.pdb,2
6OEJ_43.pdb,2
6OEJ_44.pdb,2
6OEJ_45.pdb,2
6OEJ_46.pdb,2
6OEJ_47.pdb,2
6OEJ_48.pdb,2
6OEJ_49.pdb,2
6OEJ_50.pdb,2
