File,Label
7SBG_1.pdb,2
7SBG_2.pdb,2
7SBG_3.pdb,2
7SBG_4.pdb,2
7SBG_5.pdb,2
7SBG_6.pdb,2
7SBG_7.pdb,2
7SBG_8.pdb,2
7SBG_9.pdb,2
7SBG_10.pdb,2
7SBG_11.pdb,2
7SBG_12.pdb,2
7SBG_13.pdb,2
7SBG_14.pdb,2
7SBG_15.pdb,2
7SBG_16.pdb,2
7SBG_17.pdb,2
7SBG_18.pdb,2
7SBG_19.pdb,2
7SBG_20.pdb,2
7SBG_21.pdb,2
7SBG_22.pdb,2
7SBG_23.pdb,2
7SBG_24.pdb,2
7SBG_25.pdb,2
7SBG_26.pdb,2
7SBG_27.pdb,2
7SBG_28.pdb,2
7SBG_29.pdb,2
7SBG_30.pdb,2
7SBG_31.pdb,2
7SBG_32.pdb,2
7SBG_33.pdb,2
7SBG_34.pdb,2
7SBG_35.pdb,2
7SBG_36.pdb,2
7SBG_37.pdb,2
7SBG_38.pdb,2
7SBG_39.pdb,2
7SBG_40.pdb,2
7SBG_41.pdb,2
7SBG_42.pdb,2
7SBG_43.pdb,2
7SBG_44.pdb,2
7SBG_45.pdb,2
7SBG_46.pdb,2
7SBG_47.pdb,2
7SBG_48.pdb,2
7SBG_49.pdb,2
7SBG_50.pdb,2
