File,Label
6PZZ_1.pdb,2
6PZZ_2.pdb,2
6PZZ_3.pdb,2
6PZZ_4.pdb,2
6PZZ_5.pdb,2
6PZZ_6.pdb,2
6PZZ_7.pdb,2
6PZZ_8.pdb,2
6PZZ_9.pdb,2
6PZZ_10.pdb,2
6PZZ_11.pdb,2
6PZZ_12.pdb,2
6PZZ_13.pdb,2
6PZZ_14.pdb,2
6PZZ_15.pdb,2
6PZZ_16.pdb,2
6PZZ_17.pdb,2
6PZZ_18.pdb,2
6PZZ_19.pdb,2
6PZZ_20.pdb,2
6PZZ_21.pdb,2
6PZZ_22.pdb,2
6PZZ_23.pdb,2
6PZZ_24.pdb,2
6PZZ_25.pdb,2
6PZZ_26.pdb,2
6PZZ_27.pdb,2
6PZZ_28.pdb,2
6PZZ_29.pdb,2
6PZZ_30.pdb,2
6PZZ_31.pdb,2
6PZZ_32.pdb,2
6PZZ_33.pdb,2
6PZZ_34.pdb,2
6PZZ_35.pdb,2
6PZZ_36.pdb,2
6PZZ_37.pdb,2
6PZZ_38.pdb,2
6PZZ_39.pdb,2
6PZZ_40.pdb,2
6PZZ_41.pdb,2
6PZZ_42.pdb,2
6PZZ_43.pdb,2
6PZZ_44.pdb,2
6PZZ_45.pdb,2
6PZZ_46.pdb,2
6PZZ_47.pdb,2
6PZZ_48.pdb,2
6PZZ_49.pdb,2
6PZZ_50.pdb,2
