File,Label
6Z3P_1.pdb,2
6Z3P_2.pdb,2
6Z3P_3.pdb,2
6Z3P_4.pdb,2
6Z3P_5.pdb,2
6Z3P_6.pdb,2
6Z3P_7.pdb,2
6Z3P_8.pdb,2
6Z3P_9.pdb,2
6Z3P_10.pdb,2
6Z3P_11.pdb,2
6Z3P_12.pdb,2
6Z3P_13.pdb,2
6Z3P_14.pdb,2
6Z3P_15.pdb,2
6Z3P_16.pdb,2
6Z3P_17.pdb,2
6Z3P_18.pdb,2
6Z3P_19.pdb,2
6Z3P_20.pdb,2
6Z3P_21.pdb,2
6Z3P_22.pdb,2
6Z3P_23.pdb,2
6Z3P_24.pdb,2
6Z3P_25.pdb,2
6Z3P_26.pdb,2
6Z3P_27.pdb,2
6Z3P_28.pdb,2
6Z3P_29.pdb,2
6Z3P_30.pdb,2
6Z3P_31.pdb,2
6Z3P_32.pdb,2
6Z3P_33.pdb,2
6Z3P_34.pdb,2
6Z3P_35.pdb,2
6Z3P_36.pdb,2
6Z3P_37.pdb,2
6Z3P_38.pdb,2
6Z3P_39.pdb,2
6Z3P_40.pdb,2
6Z3P_41.pdb,2
6Z3P_42.pdb,2
6Z3P_43.pdb,2
6Z3P_44.pdb,2
6Z3P_45.pdb,2
6Z3P_46.pdb,2
6Z3P_47.pdb,2
6Z3P_48.pdb,2
6Z3P_49.pdb,2
6Z3P_50.pdb,2
