File,Label
7KET_1.pdb,2
7KET_2.pdb,2
7KET_3.pdb,2
7KET_4.pdb,2
7KET_5.pdb,2
7KET_6.pdb,2
7KET_7.pdb,2
7KET_8.pdb,2
7KET_9.pdb,2
7KET_10.pdb,2
7KET_11.pdb,2
7KET_12.pdb,2
7KET_13.pdb,2
7KET_14.pdb,2
7KET_15.pdb,2
7KET_16.pdb,2
7KET_17.pdb,2
7KET_18.pdb,2
7KET_19.pdb,2
7KET_20.pdb,2
7KET_21.pdb,2
7KET_22.pdb,2
7KET_23.pdb,2
7KET_24.pdb,2
7KET_25.pdb,2
7KET_26.pdb,2
7KET_27.pdb,2
7KET_28.pdb,2
7KET_29.pdb,2
7KET_30.pdb,2
7KET_31.pdb,2
7KET_32.pdb,2
7KET_33.pdb,2
7KET_34.pdb,2
7KET_35.pdb,2
7KET_36.pdb,2
7KET_37.pdb,2
7KET_38.pdb,2
7KET_39.pdb,2
7KET_40.pdb,2
7KET_41.pdb,2
7KET_42.pdb,2
7KET_43.pdb,2
7KET_44.pdb,2
7KET_45.pdb,2
7KET_46.pdb,2
7KET_47.pdb,2
7KET_48.pdb,2
7KET_49.pdb,2
7KET_50.pdb,2
