File,Label
7ZLH_H_L_A_1.pdb,2
7ZLH_H_L_A_2.pdb,2
7ZLH_H_L_A_3.pdb,2
7ZLH_H_L_A_4.pdb,2
7ZLH_H_L_A_5.pdb,2
7ZLH_H_L_A_6.pdb,2
7ZLH_H_L_A_7.pdb,2
7ZLH_H_L_A_8.pdb,2
7ZLH_H_L_A_9.pdb,2
7ZLH_H_L_A_10.pdb,2
7ZLH_H_L_A_11.pdb,2
7ZLH_H_L_A_12.pdb,2
7ZLH_H_L_A_13.pdb,2
7ZLH_H_L_A_14.pdb,2
7ZLH_H_L_A_15.pdb,2
7ZLH_H_L_A_16.pdb,2
7ZLH_H_L_A_17.pdb,2
7ZLH_H_L_A_18.pdb,2
7ZLH_H_L_A_19.pdb,2
7ZLH_H_L_A_20.pdb,2
7ZLH_H_L_A_21.pdb,2
7ZLH_H_L_A_22.pdb,2
7ZLH_H_L_A_23.pdb,2
7ZLH_H_L_A_24.pdb,2
7ZLH_H_L_A_25.pdb,2
7ZLH_H_L_A_26.pdb,2
7ZLH_H_L_A_27.pdb,2
7ZLH_H_L_A_28.pdb,2
7ZLH_H_L_A_29.pdb,2
7ZLH_H_L_A_30.pdb,2
7ZLH_H_L_A_31.pdb,2
7ZLH_H_L_A_32.pdb,2
7ZLH_H_L_A_33.pdb,2
7ZLH_H_L_A_34.pdb,2
7ZLH_H_L_A_35.pdb,2
7ZLH_H_L_A_36.pdb,2
7ZLH_H_L_A_37.pdb,2
7ZLH_H_L_A_38.pdb,2
7ZLH_H_L_A_39.pdb,2
7ZLH_H_L_A_40.pdb,2
7ZLH_H_L_A_41.pdb,2
7ZLH_H_L_A_42.pdb,2
7ZLH_H_L_A_43.pdb,2
7ZLH_H_L_A_44.pdb,2
7ZLH_H_L_A_45.pdb,2
7ZLH_H_L_A_46.pdb,2
7ZLH_H_L_A_47.pdb,2
7ZLH_H_L_A_48.pdb,2
7ZLH_H_L_A_49.pdb,2
7ZLH_H_L_A_50.pdb,2
7ZLH_H_L_A_51.pdb,2
7ZLH_H_L_A_52.pdb,2
7ZLH_H_L_A_53.pdb,2
7ZLH_H_L_A_54.pdb,2
7ZLH_H_L_A_55.pdb,2
7ZLH_H_L_A_56.pdb,2
7ZLH_H_L_A_57.pdb,2
7ZLH_H_L_A_58.pdb,2
7ZLH_H_L_A_59.pdb,2
7ZLH_H_L_A_60.pdb,2
7ZLH_H_L_A_61.pdb,2
7ZLH_H_L_A_62.pdb,2
7ZLH_H_L_A_63.pdb,2
7ZLH_H_L_A_64.pdb,2
7ZLH_H_L_A_65.pdb,2
7ZLH_H_L_A_66.pdb,2
7ZLH_H_L_A_67.pdb,2
7ZLH_H_L_A_68.pdb,2
7ZLH_H_L_A_69.pdb,2
7ZLH_H_L_A_70.pdb,2
7ZLH_H_L_A_71.pdb,2
7ZLH_H_L_A_72.pdb,2
7ZLH_H_L_A_73.pdb,2
7ZLH_H_L_A_74.pdb,2
7ZLH_H_L_A_75.pdb,2
7ZLH_H_L_A_76.pdb,2
7ZLH_H_L_A_77.pdb,2
7ZLH_H_L_A_78.pdb,2
7ZLH_H_L_A_79.pdb,2
7ZLH_H_L_A_80.pdb,2
7ZLH_H_L_A_81.pdb,2
7ZLH_H_L_A_82.pdb,2
7ZLH_H_L_A_83.pdb,2
7ZLH_H_L_A_84.pdb,2
7ZLH_H_L_A_85.pdb,2
7ZLH_H_L_A_86.pdb,2
7ZLH_H_L_A_87.pdb,2
7ZLH_H_L_A_88.pdb,2
7ZLH_H_L_A_89.pdb,2
7ZLH_H_L_A_90.pdb,2
7ZLH_H_L_A_91.pdb,2
7ZLH_H_L_A_92.pdb,2
7ZLH_H_L_A_93.pdb,2
7ZLH_H_L_A_94.pdb,2
7ZLH_H_L_A_95.pdb,2
7ZLH_H_L_A_96.pdb,2
7ZLH_H_L_A_97.pdb,2
7ZLH_H_L_A_98.pdb,2
7ZLH_H_L_A_99.pdb,2
7ZLH_H_L_A_100.pdb,2
