File,Label
6ZER_1.pdb,2
6ZER_2.pdb,2
6ZER_3.pdb,2
6ZER_4.pdb,2
6ZER_5.pdb,2
6ZER_6.pdb,2
6ZER_7.pdb,2
6ZER_8.pdb,2
6ZER_9.pdb,2
6ZER_10.pdb,2
6ZER_11.pdb,2
6ZER_12.pdb,2
6ZER_13.pdb,2
6ZER_14.pdb,2
6ZER_15.pdb,2
6ZER_16.pdb,2
6ZER_17.pdb,2
6ZER_18.pdb,2
6ZER_19.pdb,2
6ZER_20.pdb,2
6ZER_21.pdb,2
6ZER_22.pdb,2
6ZER_23.pdb,2
6ZER_24.pdb,2
6ZER_25.pdb,2
6ZER_26.pdb,2
6ZER_27.pdb,2
6ZER_28.pdb,2
6ZER_29.pdb,2
6ZER_30.pdb,2
6ZER_31.pdb,2
6ZER_32.pdb,2
6ZER_33.pdb,2
6ZER_34.pdb,2
6ZER_35.pdb,2
6ZER_36.pdb,2
6ZER_37.pdb,2
6ZER_38.pdb,2
6ZER_39.pdb,2
6ZER_40.pdb,2
6ZER_41.pdb,2
6ZER_42.pdb,2
6ZER_43.pdb,2
6ZER_44.pdb,2
6ZER_45.pdb,2
6ZER_46.pdb,2
6ZER_47.pdb,2
6ZER_48.pdb,2
6ZER_49.pdb,2
6ZER_50.pdb,2
